,Brand,Model,if 1-3 days\ euro per day,Locations,Contact person
696,Mercedes,V Class,350,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
697,Mini,Cabrio,225,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
698,Porsche,Macan GTS,475,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
699,Porsche,Cayenne Coupe,800,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
700,Porsche,992 Cabrio,2250,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
701,Porsche,992 Targa,1100,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
702,Porsche,991.2 Cabrio,750,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
703,Rolls Royce,Dawn Cabrio,2000,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
704,Rolls Royce,Ghost,1800,"Forte dei marmi, Italy",Edoardo Sgueglia - Eddysguenda
705,Lamborghini,Huracan EVO Coupe,1350,"Roma, Italy",
706,Audi,R8,1100,"Roma, Italy",
707,Audi,RSQ8,900,"Roma, Italy",
708,Mercedes,AMG GTR,1550,"Roma, Italy",
709,Porsche,GT3,1000,"Roma, Italy",
710,Alfa Romeo,Stelvio Quadrifoglio,450,"Roma, Italy",
711,BMW,X4 M,425,"Roma, Italy",
712,Fiat,500 Hybrid,225,"Roma, Italy",
713,Lancia,Ypsilon Hybrid,225,"Roma, Italy",
714,Jeep,Renegade,225,"Roma, Italy",
715,Ford,Puma,200,"Roma, Italy",
716,Jeep,Compass,200,"Roma, Italy",
717,Volkswagen,T-Roc,250,"Roma, Italy",
718,Mercedes,A Class 250 Hybrid,250,"Roma, Italy",
719,Opel,Crossland,200,"Roma, Italy",
720,Smart,ForTwo,200,"Roma, Italy",
721,Audi,RS3,375,"Milano, Italy",
722,Mercedes,A45s AMG,700,"Milano, Italy",
723,Maserati,Levante GT,450,"Milano, Italy",
724,Lamborghini,Urus,1450,"Milano, Italy",
725,Ferrari,F8 Spider,1750,"Roma, Italy",
726,Mercedes,S-Class Long,1250,"Roma, Italy",
727,Mercedes,E-Class Cabrio,450,"Roma, Italy",
728,Range Rover,Sport,525,"Roma, Italy",
729,Mercedes,A45S AMG,700,,
730,Audi,R8 performance,850,,
731,Ferrari,488 GTB,1700,,
732,Porsche,Cayman Gts,550,,
733,Mercedes,GLE AMG Coupe,600,,
734,Porsche,Cayenne Coupe,800,,
735,Porsche,GT3,1000,,
736,Abarth,595 Turismo Cabriolet,225,"Milano, Firenze, Italy",Massimiliano
737,Audi,Q8,525,"Milano, Firenze, Italy",Massimiliano
738,Audi,RS3,375,"Milano, Firenze, Italy",Massimiliano
739,BMW,X5,1250,"Milano, Firenze, Italy",Massimiliano
740,BMW,M2,450,"Milano, Firenze, Italy",Massimiliano
741,BMW,4 Series Cabriolet,325,"Milano, Firenze, Italy",Massimiliano
742,Ferrari,F8 Spider,1750,"Milano, Firenze, Italy",Massimiliano
743,Ferrari,296 GTS,1850,"Milano, Firenze, Italy",Massimiliano
744,Ferrari,Portofino,1250,"Milano, Firenze, Italy",Massimiliano
745,Ferrari,Portofino M,1150,"Milano, Firenze, Italy",Massimiliano
746,Lamborghini,Huracan Evo Spyder,1500,"Milano, Firenze, Italy",Massimiliano
747,Lamborghini,Urus,1450,"Milano, Firenze, Italy",Massimiliano
748,Maserati,Grecale GT,350,"Milano, Firenze, Italy",Massimiliano
749,Mercedes,A45S AMG,700,"Milano, Firenze, Italy",Massimiliano
750,Mercedes,GLS,1100,"Milano, Firenze, Italy",Massimiliano
751,Mercedes,G63 AMG,1250,"Milano, Firenze, Italy",Massimiliano
752,Mercedes,SL43 AMG Cabriolet,825,"Milano, Firenze, Italy",Massimiliano
753,Mercedes,SL63 AMG Cabriolet,1000,"Milano, Firenze, Italy",Massimiliano
754,Mini,Cooper JCW Cabriolet,225,"Milano, Firenze, Italy",Massimiliano
755,Porsche,Cayenne S Coupè V8,500,"Milano, Firenze, Italy",Massimiliano
756,Porsche,992 Carrera Cabriolet,800,"Milano, Firenze, Italy",Massimiliano
757,Porsche,992 Carrera 4S Cabriolet,800,"Milano, Firenze, Italy",Massimiliano
758,Porsche,992 GTS Cabriolet,1000,"Milano, Firenze, Italy",Massimiliano
759,Porsche,992 Targa,1100,"Milano, Firenze, Italy",Massimiliano
760,Range Rover,Evoque,1550,"Milano, Firenze, Italy",Massimiliano
761,Range Rover,Sport,525,"Milano, Firenze, Italy",Massimiliano
762,Range Rover,Defender 110,575,"Milano, Firenze, Italy",Massimiliano
763,Range Rover,Defender 110 V8,575,"Milano, Firenze, Italy",Massimiliano
764,Range Rover,Defender 130,575,"Milano, Firenze, Italy",Massimiliano
765,Porsche ,Carrera 911 targa,850,"Positano, Italy",Tonino
766,Audi,A5 2.0 TDI S line,225,"Misinto, Milano, Italy",Antony
767,BMW,M4 Competition Cabrio,425,"Misinto, Milano, Italy",Antony
768,Range Rover,Velar 2.0 ,575,"Misinto, Milano, Italy",Antony
769,Mercedes,CLA 35 AMG Coupe,375,"Misinto, Milano, Italy",Antony
770,Maserati ,Grecale,400,"Marina di Olbia, Italy, Sardenia",Claudia
771,Abarth ,124 Spider,225,"Marina di Olbia, Italy, Sardenia",Claudia
772,Alfa Romeo ,Stelvio,250,"Marina di Olbia, Italy, Sardenia",Claudia
773,Peugeot,3008 1.5 DCI,225,"Roma, Italy",Gabriele
774,Peugeot,2008 1.2,225,"Roma, Italy",Gabriele
775,Audi,A3,225,"Roma, Italy",Gabriele
776,Nissan,Juke,200,"Roma, Italy",Gabriele
777,Audi,Q3 2.0 Diesel Biturbo 200CV,225,"Roma, Italy",Gabriele
778,Audi,Q3 150CV,225,"Roma, Italy",Gabriele
779,Audi,Q2,225,"Roma, Italy",Gabriele
780,Audi,Q3,225,"Roma, Italy",Gabriele
781,Audi,A1 S-Line,225,"Roma, Italy",Gabriele
782,Audi,RSQ3 400,400,"Roma, Italy",Gabriele
783,Mercedes,Classe A45s,400,"Roma, Italy",Gabriele
784,Audi,R8 5.2 V10,850,"Roma, Italy",Gabriele
785,Audi,RS6,865,"Roma, Italy",Gabriele
786,Audi,RSQ8,900,"Roma, Italy",Gabriele
787,Ferrari,812 Superfast,2500,"Roma, Italy",Gabriele
788,Lamborghini,Huracán Performante,1650,"Roma, Italy",Gabriele
789,BMW,M4 Competition 510CV,425,"Roma, Italy",Gabriele
790,Audi,RS3 2022 Grigio Kemora,375,"Roma, Italy",Gabriele
791,Audi,SQ8 510CV,600,"Roma, Italy",Gabriele
792,Audi,RS5,350,"Roma, Italy",Gabriele
793,Audi,RS3 2022 Blue Turbo,375,"Roma, Italy",Gabriele
794,Porsche,911 Carrera S,2250,"Roma, Italy",Gabriele
795,Audi,RS3 Grigio Nardò,375,"Roma, Italy",Gabriele
796,Lamborghini,Huracán Evo Spyder,1500,"Roma, Italy",Gabriele
797,Ferrari,SF90 Stradale,2500,"Roma, Italy",Gabriele
798,BMW,Z4 M40i,350,"Roma, Italy",Gabriele
799,Mercedes,Classe A45s Grigia,400,"Roma, Italy",Gabriele
800,Mercedes,GLC 63s AMG,625,"Roma, Italy",Gabriele
801,Audi,Q8 S-Line,600,"Roma, Italy",Gabriele
802,Mercedes,GLE 350de Automatic 4Matic,450,"Roma, Italy",Gabriele
803,Audi,SQ2 300CV,300,"Roma, Italy",Gabriele
804,BMW,Z4 sDrive 20i,300,"Roma, Italy",Gabriele
805,Mercedes,GLA 45s AMG,375,"Roma, Italy",Gabriele
806,Chevrolet,Corvette C8,400,"Roma, Italy",Gabriele
807,Lamborghini,Huracan STO,2000,"Roma, Italy",Gabriele
808,Volkswagen,Golf GTI 2.0 245CV,200,"Roma, Italy",Gabriele
809,Ferrari,Portofino,1250,"Roma, Italy",Gabriele
810,Mercedes,A45s 2023 Grigio Montagna,400,"Roma, Italy",Gabriele
811,Mercedes,A45s 2023 Bianca Gesso,400,"Roma, Italy",Gabriele
812,Audi,R8 5.2 V10 RWD,850,"Roma, Italy",Gabriele
813,Audi,SQ5 340CV,350,"Roma, Italy",Gabriele
814,BMW,X6 M50i,450,"Roma, Italy",Gabriele
815,Ferrari,296 GTB,1700,,
816,Ferrari,Roma,1450,,
817,Ferrari,812 GTS,2750,,
818,Ferrari,SF90 Spider,2400,,
819,Ferrari,F8 Tributo Spider,1500,,
820,Maserati,MC20,1150,,
821,Maserati,Ghibli,600,,
822,Lamborghini,Urus Performante,1450,,
823,Lamborghini,Huracan Tecnica,1400,,
824,Lamborghini,Huracan STO,2000,,
825,Porsche,911 Carrera 4S Cabrio,800,,
826,Porsche,911 Coupè,800,,
827,Mercedes,G63 AMG,1250,,
828,Mercedes,GLE 350 Plugin,375,,
829,Mercedes,V Class,350,,
830,Mercedes,V Class 2024,350,,
831,Mercedes,V Class Rovelver,350,,
832,BMW,X7 M60 7 posti,800,,
833,BMW,X5 3.0D,1250,,
834,BMW,M135,1225,,
835,Mini,Cabrio S/JCW,250,,
836,Range Rover,Classic (Vogue),750,,
837,Range Rover,Sport,525,,
838,Audi,Q8 Sportback e-tron,600,,
839,Porsche,981 Cayman GTS,350,"Paris, France",Ferdinand    Olivier   Florian
840,Porsche,718 Cayman GTS,450,"Paris, France",Ferdinand    Olivier   Florian
841,Porsche,Macan GTS,475,"Paris, France",Ferdinand    Olivier   Florian
842,Porsche,718 Boxster,400,"Paris, France",Ferdinand    Olivier   Florian
843,Porsche,Targa 4 GTS,900,"Paris, France",Ferdinand    Olivier   Florian
844,Porsche,718 Boxster S,400,"Paris, France",Ferdinand    Olivier   Florian
845,Porsche,Taycan Turbo,850,"Paris, France",Ferdinand    Olivier   Florian
846,Porsche,Cayenne E-Hybrid,500,"Paris, France",Ferdinand    Olivier   Florian
847,Porsche,Macan S,400,"Paris, France",Ferdinand    Olivier   Florian
848,Porsche,Cayenne Turbo,750,"Paris, France",Ferdinand    Olivier   Florian
849,Porsche,911 Targa 4S,750,"Paris, France",Ferdinand    Olivier   Florian
850,Porsche,911 GTS Cabriolet,700,"Paris, France",Ferdinand    Olivier   Florian
851,Porsche,992 Carrera S,1000,"Paris, France",Ferdinand    Olivier   Florian
852,Porsche,992 4S Cabriolet,950,"Paris, France",Ferdinand    Olivier   Florian
853,Mercedes,G63 AMG,1250,"Geneve, Switzerland",Nathan
854,Mercedes,S500,600,"Geneve, Switzerland",Nathan
855,Mercedes,S63 AMG Cabriolet,1000,"Geneve, Switzerland",Nathan
856,Mercedes,V-Class,350,"Geneve, Switzerland",Nathan
857,Range Rover,Vogue 2024,600,"Geneve, Switzerland",Nathan
858,Range Rover,Vogue 2022,600,"Geneve, Switzerland",Nathan
859,Range Rover,Sport,525,"Geneve, Switzerland",Nathan
860,Land Rover,Defender 110,575,"Geneve, Switzerland",Nathan
861,Land Rover,Defender 90,575,"Geneve, Switzerland",Nathan
862,Audi,A5 Cabrio (2015 model),325,"Europe, Düsseldorf, Dortmund, Germany",James Codi
863,BMW,M850i Cabrio,575,"Europe, Düsseldorf, Dortmund, Germany",James Codi
864,Lamborghini,Huracan Spyder LP 580-2,2250,"Europe, Düsseldorf, Dortmund, Germany",James Codi
865,Lamborghini,Huracan EVO Spyder,1500,"Europe, Düsseldorf, Dortmund, Germany",James Codi
866,Mercedes,AMG SL63 Cabrio (2023/24),1000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
867,Porsche,911 992 Turbo S Cabrio,1500,"Europe, Düsseldorf, Dortmund, Germany",James Codi
868,Porsche,992 Targa 4S,1100,"Europe, Düsseldorf, Dortmund, Germany",James Codi
869,Rolls Royce,Wraith,2500,"Europe, Düsseldorf, Dortmund, Germany",James Codi
870,BMW,M8 Competition,925,"Europe, Düsseldorf, Dortmund, Germany",James Codi
871,Porsche,Various Models,750,"Europe, Düsseldorf, Dortmund, Germany",James Codi
872,Lamborghini,Various Models,1250,"Europe, Düsseldorf, Dortmund, Germany",James Codi
873,Audi,RS3,375,"Europe, Düsseldorf, Dortmund, Germany",James Codi
874,Bentley,Flying Spur V8 '21,1100,"Europe, Düsseldorf, Dortmund, Germany",James Codi
875,BMW,330i,250,"Europe, Düsseldorf, Dortmund, Germany",James Codi
876,BMW,5 Series (G30) 540i M Sport + 530i xDrive,425,"Europe, Düsseldorf, Dortmund, Germany",James Codi
877,BMW,M5 Competition,600,"Europe, Düsseldorf, Dortmund, Germany",James Codi
878,Mercedes,S 560 W222,800,"Europe, Düsseldorf, Dortmund, Germany",James Codi
879,Mercedes,S65 AMG (2015 Model with 2019 facelift),1350,"Europe, Düsseldorf, Dortmund, Germany",James Codi
880,Mercedes,AMG GT 63,850,"Europe, Düsseldorf, Dortmund, Germany",James Codi
881,Porsche,Taycan (Switzerland),750,"Europe, Düsseldorf, Dortmund, Germany",James Codi
882,Porsche,911 Carrera 991,600,"Europe, Düsseldorf, Dortmund, Germany",James Codi
883,Porsche,992 Targa,1100,"Europe, Düsseldorf, Dortmund, Germany",James Codi
884,Porsche,992 S Coupè - Milan,1000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
885,Porsche,911 GT2RS 991,2250,"Europe, Düsseldorf, Dortmund, Germany",James Codi
886,Porsche,911 GT3 992,1000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
887,Lamborghini,Huracan EVO Spyder,1500,"Europe, Düsseldorf, Dortmund, Germany",James Codi
888,Lamborghini,Huracan Spyder,1350,"Europe, Düsseldorf, Dortmund, Germany",James Codi
889,Lamborghini,Huracan EVO,1350,"Europe, Düsseldorf, Dortmund, Germany",James Codi
890,Lamborghini,Huracan STO,2000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
891,Mercedes,SLS AMG Black Series,950,"Europe, Düsseldorf, Dortmund, Germany",James Codi
892,Mercedes,AMG GT 63,850,"Europe, Düsseldorf, Dortmund, Germany",James Codi
893,Aston Martin,DBX707,1500,"Europe, Düsseldorf, Dortmund, Germany",James Codi
894,Audi,Q3 Hybrid Sportback S line,225,"Europe, Düsseldorf, Dortmund, Germany",James Codi
895,Audi,Q4 E-tron (Switzerland),0,"Europe, Düsseldorf, Dortmund, Germany",James Codi
896,Audi,Q5,325,"Europe, Düsseldorf, Dortmund, Germany",James Codi
897,Audi,Q8,525,"Europe, Düsseldorf, Dortmund, Germany",James Codi
898,Audi,SQ8 TDI,500,"Europe, Düsseldorf, Dortmund, Germany",James Codi
899,Audi,RSQ8,900,"Europe, Düsseldorf, Dortmund, Germany",James Codi
900,BMW,X7 '23 40d (7 seat),850,"Europe, Düsseldorf, Dortmund, Germany",James Codi
901,BMW,X7 '23 M60i (7 seat),575,"Europe, Düsseldorf, Dortmund, Germany",James Codi
902,BMW,X7 M50d '20 (6 seat),1000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
903,BMW,X5 45e + 40i,1300,"Europe, Düsseldorf, Dortmund, Germany",James Codi
904,BMW,X4 M40i,350,"Europe, Düsseldorf, Dortmund, Germany",James Codi
905,BMW,X1,250,"Europe, Düsseldorf, Dortmund, Germany",James Codi
906,Range Rover, Sport ,525,"Europe, Düsseldorf, Dortmund, Germany",James Codi
907,Range Rover, Sport '23,525,"Europe, Düsseldorf, Dortmund, Germany",James Codi
908,Land Rover,Range Rover '23,575,"Europe, Düsseldorf, Dortmund, Germany",James Codi
909,Mercedes,G63 Brabus,2200,"Europe, Düsseldorf, Dortmund, Germany",James Codi
910,Mercedes,GLE 350de,650,"Europe, Düsseldorf, Dortmund, Germany",James Codi
911,Mercedes,G500 4x4,1100,"Europe, Düsseldorf, Dortmund, Germany",James Codi
912,Lamborghini,Urus,1450,"Europe, Düsseldorf, Dortmund, Germany",James Codi
913,Porsche,Cayenne Turbo,750,"Europe, Düsseldorf, Dortmund, Germany",James Codi
914,Rolls Royce,Cullinan Mansory Black Badge,2000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
915,Rolls Royce,Cullinan,2000,"Europe, Düsseldorf, Dortmund, Germany",James Codi
916,Audi,Q5,325,"cote d’azure, France",Olinid Luxury Car Rentals       
917,Audi,Q3,225,"cote d’azure, France",Olinid Luxury Car Rentals       
918,Audi,Q2,225,"cote d’azure, France",Olinid Luxury Car Rentals       
919,Audi,Étron,250,"cote d’azure, France",Olinid Luxury Car Rentals       
920,BMW,X5,1250,"cote d’azure, France",Olinid Luxury Car Rentals       
921,Ferrari,F8 Spider,1750,"cote d’azure, France",Olinid Luxury Car Rentals       
922,Lamborghini,Urus,1450,"cote d’azure, France",Olinid Luxury Car Rentals       
923,Lamborghini,Urus S,1450,"cote d’azure, France",Olinid Luxury Car Rentals       
924,Mercedes,S Class '20,575,"cote d’azure, France",Olinid Luxury Car Rentals       
925,Mercedes,S Class '23,575,"cote d’azure, France",Olinid Luxury Car Rentals       
926,Mercedes,C Cabrio,600,"cote d’azure, France",Olinid Luxury Car Rentals       
927,Mercedes,E Class,400,"cote d’azure, France",Olinid Luxury Car Rentals       
928,Mercedes,E Cabrio,200,"cote d’azure, France",Olinid Luxury Car Rentals       
929,Mercedes,V Class,350,"cote d’azure, France",Olinid Luxury Car Rentals       
930,Mercedes,GLC,390,"cote d’azure, France",Olinid Luxury Car Rentals       
931,Mercedes,GLB,225,"cote d’azure, France",Olinid Luxury Car Rentals       
932,Mercedes,GLA,225,"cote d’azure, France",Olinid Luxury Car Rentals       
933,Mercedes,GLS '23,1100,"cote d’azure, France",Olinid Luxury Car Rentals       
934,Mercedes,GLS Maybach '23,1100,"cote d’azure, France",Olinid Luxury Car Rentals       
935,Mercedes,G500 AMG Line,1100,"cote d’azure, France",Olinid Luxury Car Rentals       
936,Mini,Cooper S Cabrio '23,225,"cote d’azure, France",Olinid Luxury Car Rentals       
937,Mini,Countryman '23,225,"cote d’azure, France",Olinid Luxury Car Rentals       
938,Range Rover,Sport '23,525,"cote d’azure, France",Olinid Luxury Car Rentals       
939,Range Rover,Sport '21,525,"cote d’azure, France",Olinid Luxury Car Rentals       
940,Range Rover,Vogue '23,600,"cote d’azure, France",Olinid Luxury Car Rentals       
941,Porsche,992 Cabrio,2250,"cote d’azure, France",Olinid Luxury Car Rentals       
942,Porsche,992 GTS Cabrio,1000,"cote d’azure, France",Olinid Luxury Car Rentals       
943,Porsche,Taycan,750,"cote d’azure, France",Olinid Luxury Car Rentals       
944,Volkswagen,Golf 8 R Line,300,"cote d’azure, France",Olinid Luxury Car Rentals       
945,Tesla,Model 3,300,"cote d’azure, France",Olinid Luxury Car Rentals       
946,Aston Martin,DB11 Volante,1250,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
947,Aston Martin,DB12 Volante,1400,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
948,Audi,RS6,865,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
949,Audi,RS6 Performance,865,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
950,Audi,Q7,450,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
951,Audi,RSQ8,900,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
952,Bentley,Bentayga V8,1050,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
953,Bentley,Continental GT,1550,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
954,Bentley,Continental GTC,1550,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
955,Bentley,Flying Spur,1300,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
956,BMW,M4 Competition Coupé,425,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
957,BMW,M5 CS,800,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
958,BMW,XM,850,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
959,BMW,M8 Competition Cabrio,925,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
960,Bugatti,Chiron,18000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
961,Ferrari,F8 Spider,1750,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
962,Ferrari,F12 TDF,1900,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
963,Ferrari,SF90 Coupé,2500,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
964,Ferrari,812 Superfast,2500,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
965,Ferrari,812 Competizione,3200,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
966,Ferrari,Purosangue,2250,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
967,Ferrari,296 GTB,1700,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
968,Ferrari,GTC 4 Lusso,1550,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
969,Ferrari,Roma,1450,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
970,Lamborghini,Huracan EVO Coupé,1500,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
971,Lamborghini,Huracan EVO Spyder,1500,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
972,Lamborghini,Huracan STO,2000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
973,Lamborghini,Aventador SVJ,3000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
974,Lamborghini,Urus,1450,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
975,McLaren,Artura,1300,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
976,McLaren,720S Spider,2200,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
977,McLaren,765 LT Spider,2100,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
978,Mercedes Benz,GLS63 AMG,1100,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
979,Mercedes Benz,G63 AMG,1250,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
980,Mercedes Benz,G63 AMG Brabus 800,2200,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
981,Mercedes Benz,GLE 450,375,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
982,Mercedes Benz,GLS400d,850,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
983,Mercedes Benz,GLS580,575,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
984,Mercedes Benz,C43 AMG Cabrio,400,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
985,Mercedes Benz,V250 Long,400,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
986,Mercedes Benz,S580 Long,650,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
987,Mercedes Benz,SL63 AMG,1000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
988,Mercedes Benz,AMG GT Coupé,700,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
989,Porsche,911 Carrera 4S Coupé,800,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
990,Porsche,911 Turbo S Cabrio,1300,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
991,Porsche,911 GT3,1000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
992,Porsche,Taycan Turbo S,1000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
993,Porsche,Cayenne,400,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
994,Porsche,Cayenne Turbo GT,900,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
995,Porsche,Panamera 4S,825,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
996,Range Rover,Vogue (HSE 350d),600,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
997,Range Rover,Sport,525,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
998,Range Rover,Defender V8,575,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
999,Rolls Royce,Ghost,1800,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
1000,Rolls Royce,Cullinan,2000,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
1001,Tesla,Model X Plaid,350,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
1002,Tesla,Model S Plaid,610,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
1003,Tesla,Model Y Performance,325,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
1004,Volvo,XC90,300,Switzerland,"Benedikt Lüchinger
CEO   b.luechinger@edelstark.com           Kevin"
1005,Lamborghini,Huracan,1400,"Warsaw, Poland ",Max
1006,Range Rover,Sport,525,"Warsaw, Poland ",Max
1007,Lamborghini,Urus,1450,"Warsaw, Poland ",Max
1008,Porsche,911 Turbo S,1300,"Warsaw, Poland ",Max
1009,Porsche,Panamera Turbo S E-Hybrid,1050,"Warsaw, Poland ",Max
1010,Porsche,Panamera Turbo S,1000,"Warsaw, Poland ",Max
1011,Porsche,Cayenne Turbo,750,"Warsaw, Poland ",Max
1012,Mercedes,G63 AMG Brabus 700,2200,"Warsaw, Poland ",Max
1013,Mercedes,S63 AMG Long,1250,"Warsaw, Poland ",Max
1014,Mercedes,S400D Long,850,"Warsaw, Poland ",Max
1015,Mercedes,GT S 4Door,1250,"Warsaw, Poland ",Max
1016,Mercedes,GLS 63 AMG,1250,"Warsaw, Poland ",Max
1017,Mercedes,GLE 63 AMG,1000,"Warsaw, Poland ",Max
1018,Mercedes,GLE 450,375,"Warsaw, Poland ",Max
1019,Audi,RS7 Akrapovic,650,"Warsaw, Poland ",Max
1020,Audi,RSQ7,900,"Warsaw, Poland ",Max
1021,Audi,Q5,325,"Warsaw, Poland ",Max
1022,Audi,A8,500,"Warsaw, Poland ",Max
1023,Audi,A5,325,"Warsaw, Poland ",Max
1024,Bentley,Continental GTC Cabrio,1550,"Warsaw, Poland ",Max
1025,Lamborghini,Aventador,3100,"Frankfurt, Germany",
1026,Lamborghini,Urus,1450,"Frankfurt, Germany",
1027,Lamborghini,Huracan EVO,1350,"Frankfurt, Germany",
1028,Mercedes-Benz,G63 AMG,1250,"Frankfurt, Germany",
1029,Mercedes-Benz,V300d,350,"Frankfurt, Germany",
1030,Audi,R8 Coupe,1100,"Frankfurt, Germany",
1031,Audi,R8 Spyder,1100,"Frankfurt, Germany",
1032,Audi,RS6,865,"Frankfurt, Germany",
1033,BMW,M3 Sedan,625,"Frankfurt, Germany",
1034,BMW,M3 Touring,500,"Frankfurt, Germany",
1035,Porsche,992,1000,"Frankfurt, Germany",
1036,Lamborghini,Huracan EVO Spyder,1500,"Frankfurt, Germany",
1037,Rolls Royce,(Model not specified),1000,"Frankfurt, Germany",
